ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,TITLE,Summer Job Status,Summer Employer,Summer Title,Summer Arrange,Summer USA,Summer State,Summer Country,Summer Pay,S-Resources_1,S-Resources_2,S-Resources_3,S-Resources_4,S-Resources_7,S-Resources_8,S-Resources_5,S-Resources_6,S-Resources_6_TEXT,S-Skills_1,S-Skills_3,S-Skills_4,S-Skills_5,S-Skills_6,S-Skills_12,S-Skills_7,S-Skills_8,S-Skills_11,S-Skills_9,Current Job Status,Current Employer,Current Title,Current Arrangement,Current Country USA,Current Country,Current State,Current Pay,Current Source_1,Current Source_2,Current Source_3,Current Source_4,Current Source_7,Current Source_8,Current Source_5,Current Source_6,Current Source_6_TEXT,FC-Skills_1,FC-Skills_3,FC-Skills_4,FC-Skills_5,FC-Skills_6,FC-Skills_12,FC-Skills_7,FC-Skills_8,FC-Skills_11,FC-Skills_9,ROY Plan_6,ROY Plan_7,ROY Plan_4,ROY Plan_8,ROY Plan_9,ROY Plan_10,ROY Plan_5,ROY Plan_5_TEXT,FULL_TIME_STATUS,FULL_TIME_COMPANY,FULL_TIME_TITLE,FULL_TIME_ARRANGE,FULL_TIME_STATE,FULL_TIME_SALARY,FULL_TIME_HELP,Grad Acceptance,Accepted Schools,Grad Want Help?,LocationLatitude,LocationLongitude,LocationAccuracy
R_xu43r26M9CrCl4R,null,128.187.116.18,2023-09-27 09:04:50,2023-10-03 12:32:08,,,,,0,0,1,Yes,Byu oit,Data analyst,In-Office,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2PdHe2eVPhFORYq,null,128.187.116.20,2023-10-03 12:33:14,2023-10-03 12:33:30,,,,,0,0,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1QmgIBSjAqy33QC,null,128.187.116.8,2023-10-03 12:33:13,2023-10-03 12:34:41,,,,,0,0,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2a8rdFJZ14fxbQC,null,128.187.116.13,2023-10-03 14:01:06,2023-10-03 14:02:16,,,,,0,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_ZpDhiLuJPRsBlNn,null,128.187.116.12,2023-10-03 14:02:21,2023-10-03 14:02:59,,,,,0,0,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_PAH48UR2IAS4O89,null,128.187.116.10,2023-10-03 14:02:24,2023-10-03 14:04:11,,,,,0,0,1,Yes,Navy Federal Credit Union,ISD Analyst Associate,Remote,Yes,Utah,,41.35,,Handshake,,,,,,,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,Python,R,SQL,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_cMD7k29Nsj2tO1z,null,128.187.116.25,2023-10-03 14:02:38,2023-10-03 14:04:41,,,,,0,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU Statistics Department,Stat 121 TA,In-Office,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1jrh00zt2LEaonT,null,172.59.152.26,2023-10-11 09:00:19,2023-10-11 09:01:10,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,Become a TA/RA,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.7611,-111.9003,-1
R_2BsnmqPaoT873uJ,null,128.187.116.29,2023-10-11 09:00:16,2023-10-11 09:01:16,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_28TxXVEtIS2RwZk,null,128.187.116.30,2023-10-11 09:00:22,2023-10-11 09:01:44,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_3Eg3C9hms5V0JNV,null,128.187.116.12,2023-10-11 09:01:06,2023-10-11 09:02:15,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,Become a TA/RA,,,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_1E4NnzXbFSi6c4f,null,128.187.116.27,2023-10-11 09:02:02,2023-10-11 09:02:36,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_1MX59dZbnuQInBq,null,128.187.116.30,2023-10-11 09:01:12,2023-10-11 09:02:42,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,Become a TA/RA,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_30p2xw7ETFR5xpM,null,128.187.116.16,2023-10-11 09:00:19,2023-10-11 09:02:56,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,Become a TA/RA,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_3D0FMIdaAbdfNQ4,null,172.59.152.218,2023-10-11 09:00:26,2023-10-11 09:03:00,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,,,Become a TA/RA,,,,No,,,,,,Yes,,,,40.7611,-111.9003,-1
R_x9GpPppoydsINTH,null,128.187.116.20,2023-10-11 09:01:28,2023-10-11 09:03:03,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepare for Graduate School,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,No,,No,40.2584,-111.6591,-1
R_3I9MX3jKTEORQWa,null,128.187.116.25,2023-10-11 09:00:34,2023-10-11 09:03:30,,,,,1,0,1,Yes,Brad Day,Manufacturing Engineering,In-Office,Yes,Utah,,19,,,,,,,"Personal Network (Family, Friends, etc.)",,,,,,,,,,,,,Yes,Brad Day,Manufacturing engineer,In-Office,Yes,,Utah,19,,,,,,,"Personal Network (Family, Friends, etc.)",,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_Zxbgjn6ZA3lYdbj,null,128.187.116.30,2023-10-11 09:00:16,2023-10-11 09:04:02,,,,,1,0,1,Yes,Jewelry Television,Business Analytics Intern,In-Office,Yes,Tennessee,,25,,,,,Campus Clubs or Groups,,"Personal Network (Family, Friends, etc.)",,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,Python,R,SQL,,Yes,Brigham Young University,Stat 230 TA,In-Office,Yes,,Utah,15,,,,Department Resources,,,,,,,,,"Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,,,R,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,No,,Yes,40.2584,-111.6591,-1
R_1rqSyKozWDhKOo9,null,128.187.116.15,2023-10-11 09:02:03,2023-10-11 09:04:09,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Office of IT BYU,Security Analyst,In-Office,Yes,,Utah,15,,,,,,,"Personal Network (Family, Friends, etc.)",,,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_3dX0fJP6mU4dlkD,null,128.187.116.7,2023-10-11 09:00:15,2023-10-11 09:04:14,,,,,1,0,1,Yes,Momentum Loans,Analyst,Hybrid,Yes,Utah,,27,,,,,,,"Personal Network (Family, Friends, etc.)",,,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,,,,Yes,Momentum Loans,Analyst,Remote,Yes,,Utah,27,,,,,,,"Personal Network (Family, Friends, etc.)",,,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Presenting,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_XS1QsXttlJJti0N,null,128.187.116.6,2023-10-11 09:01:23,2023-10-11 09:05:52,,,,,1,0,1,Yes,Joe Price in the Record Linking Lab,Research Assistant,Hybrid,Yes,Utah,,11.5,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,,,,,,,,Yes,The Economics Department,ECON 110 Teaching Assistant,In-Office,Yes,,Utah,14,,,,Department Resources,,,"Personal Network (Family, Friends, etc.)",,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,Become a TA/RA,,,,No,,,,,,No,No,,No,40.2584,-111.6591,-1
R_2c63unEsioc75bL,null,172.59.153.227,2023-10-11 09:05:04,2023-10-11 09:06:00,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,No,,,,,,Yes,,,,40.7143,-111.8894,-1
R_28Hb4cZzeK6bikO,null,128.187.116.29,2023-10-11 09:05:06,2023-10-11 09:08:22,,,,,1,0,1,Yes,Fidelity Investments,Software Engineer,Hybrid,Yes,Utah,,32,,,,,,,,Other,Online,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,,,Formal Presentation of work/results,Python,,SQL,API,Yes,Intellectual Property- Brigham Young University,Web Developer,Hybrid,Yes,,Utah,20,,,Career Services,,,,,,,,,,,,,Python,,SQL,API,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_22GrMreUN9x4qgO,null,128.187.116.25,2023-10-11 09:05:07,2023-10-11 09:09:24,,,,,1,0,1,Yes,SWEG at Hill AFB,Software Engineer Intern,In-Office,Yes,Utah,,17,,,,,,Career Fair or Information Session,,,,,,,"Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,,Python,,,,Yes,BYU Broadcasting,Data Engineer,Hybrid,Yes,,Utah,16,LinkedIn,,,,,,,,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.","Model Deployment: Docker, Flask, AWS, etc.",,Python,,SQL,API,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_2q7zsgXrrNrqVUL,null,128.187.116.31,2023-10-11 10:58:11,2023-10-11 10:58:50,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Become a TA/RA,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_RRbI5G3ewlX5m5b,null,128.187.116.27,2023-10-11 10:58:16,2023-10-11 10:59:01,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,Become a TA/RA,,,,,,,,,,,,,,40.2342,-111.6442,-1
R_22t4b2RsekmahL5,null,128.187.116.15,2023-10-11 10:58:18,2023-10-11 10:59:05,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,,,,,,,,No,,No,40.2584,-111.6591,-1
R_2SqvJrOiiPrJC06,null,128.187.116.26,2023-10-11 10:58:16,2023-10-11 10:59:06,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepare for Graduate School,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,No,,No,40.2584,-111.6591,-1
R_RLwf44IzFm2w6yd,null,128.187.116.29,2023-10-11 10:58:15,2023-10-11 10:59:10,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_1MTaKzKKWOMqwBw,null,128.187.116.19,2023-10-11 10:58:18,2023-10-11 10:59:15,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepare for Graduate School,,,,,,,,,,,,No,,No,40.2584,-111.6591,-1
R_3ozvO9SzYUxONEe,null,128.187.116.25,2023-10-11 10:58:14,2023-10-11 10:59:17,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,Become a TA/RA,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_0VyWYEYU45sUlfH,null,128.187.116.19,2023-10-11 10:58:15,2023-10-11 10:59:19,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2342,-111.6442,-1
R_ai4PK7nS7pthRbr,null,128.187.116.26,2023-10-11 10:58:13,2023-10-11 10:59:21,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_3ISL5QOX0lSnzzt,null,128.187.116.2,2023-10-11 10:58:11,2023-10-11 10:59:21,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_2cu3sHwR533JIgc,null,128.187.116.1,2023-10-11 10:58:45,2023-10-11 10:59:26,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,Become a TA/RA,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_tJqqaQMq0XiOHzH,null,128.187.116.2,2023-10-11 10:58:34,2023-10-11 10:59:34,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Become a TA/RA,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_7PRP6OYcktrT2BH,null,128.187.116.18,2023-10-11 10:58:48,2023-10-11 10:59:34,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),,,,,,,,,,,,40.2342,-111.6442,-1
R_2dyErM5s9eauGpn,null,128.187.116.14,2023-10-11 10:58:13,2023-10-11 10:59:38,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_3qEUCbNNGoATrgx,null,128.187.116.25,2023-10-11 10:58:16,2023-10-11 10:59:53,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,,,,,,,,No,,No,40.2584,-111.6591,-1
R_1lbN9sVczRwoVCP,null,128.187.116.28,2023-10-11 10:58:13,2023-10-11 11:00:01,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_2Sp0f3JL9evHATN,null,128.187.116.2,2023-10-11 10:58:17,2023-10-11 11:00:21,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,Become a TA/RA,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",Other (Please Specify),Figure out what I want my major to be,,,,,,,,No,,Yes,40.2584,-111.6591,-1
R_2SpJqgFfOtJ50U2,null,128.187.116.28,2023-10-11 10:58:12,2023-10-11 11:00:43,,,,,1,0,1,Yes,"Addium, Inc.",Customer Success Software Specialist,In-Office,Yes,Washington,,23.5,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Formal Presentation of work/results,,,,,Yes,"Addium, Inc.",Customer Success Software Specialist,Remote,Yes,,Utah,23.5,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Presenting,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_3HjI3uPoInybbOV,null,174.247.147.189,2023-10-11 10:58:27,2023-10-11 11:00:44,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Please Specify),Focus on doing well on schoolwork,,,,,,,,,,,40.6596,-111.9195,-1
R_XTYBlSHEORN0MZb,null,128.187.116.22,2023-10-11 10:58:15,2023-10-11 11:00:47,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Pluralsight One,Social impact intern,Remote,Yes,,Utah,0,,,,,,,,Other,On campus internship,"Data Collection: Web-scraping, Date Entry, Surveys, etc.",,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Presenting,,R,,,,Secure a Full-time job offer for AFTER graduation,,,,,,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_1CpdR4krmzq63lC,null,128.187.116.6,2023-10-11 10:59:51,2023-10-11 11:00:58,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2584,-111.6591,-1
R_24IV0mC630eXIEV,null,128.187.116.3,2023-10-11 10:58:29,2023-10-11 11:01:10,,,,,1,0,1,Yes,"Department of Defense, INDOPACOM",Summer fellow,In-Office,Yes,Hawaii,,0,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.",,,,,Formal Presentation of work/results,,,,,Yes,Sociology department,RA/TA,Hybrid,Yes,,Utah,13,,,,,Campus Clubs or Groups,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.",,,,,Presenting,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_10V1eZNoeRVuH1V,null,128.187.116.23,2023-10-11 10:58:27,2023-10-11 11:01:17,,,,,1,0,1,Yes,BYU,Computer Vision Research Assistant,Hybrid,Yes,Utah,,13,,,,Department Resources,,,,,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,"Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,,Python,,,,Yes,BYU,Computer Vision Research Assistant,Hybrid,Yes,,Utah,13,,,,Department Resources,,,,,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,"Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,,Python,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_3KwLC7GuuTLnjaz,null,128.187.116.5,2023-10-11 10:58:23,2023-10-11 11:01:21,,,,,1,0,1,Yes,Acute Engineering,Engineer in Training,In-Office,Yes,Utah,,17.50,,,,,,Career Fair or Information Session,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,Become a TA/RA,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_2e8dnR1yOPDsqUQ,null,128.187.116.25,2023-10-11 10:58:09,2023-10-11 11:01:47,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU,TA,In-Office,Yes,,Utah,14,,,,Department Resources,,,"Personal Network (Family, Friends, etc.)",Other,"After taking the class and swaping majors, I looked into becoming a TA.",,,,,,Presenting,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,Become a TA/RA,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_6hcY26b5hCfGafn,null,128.187.116.17,2023-10-11 10:58:32,2023-10-11 11:02:44,,,,,1,0,1,Yes,Regeneron,Co-op,In-Office,Yes,New York,,24,LinkedIn,Handshake,Career Services,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.",,,"Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,Python,R,,,Yes,Brigham young university,Teaching assistant for intro to semiconductor processing,In-Office,Yes,,Utah,15,,,,Department Resources,,,,,,,,,,,Presenting,Python,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,,,,,,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_1ot1cjCQgc1sQvJ,null,128.187.116.27,2023-10-11 12:59:36,2023-10-11 13:00:14,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,,,,40.2342,-111.6442,-1
R_10vEitX3gBfMOCS,null,128.187.116.7,2023-10-11 12:59:36,2023-10-11 13:00:26,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_3mjIU4wMTtO8I63,null,128.187.116.3,2023-10-11 12:59:43,2023-10-11 13:00:29,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,,,,,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_263yrosp0tpmBzU,null,128.187.116.5,2023-10-11 12:59:43,2023-10-11 13:00:34,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_1rNcYgZ80yGHMp6,null,128.187.116.17,2023-10-11 12:59:37,2023-10-11 13:00:41,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,Prepare for Graduate School,,,,,No,,,,,,Yes,No,,Yes,40.2584,-111.6591,-1
